	sentence	label
0	then from 1983 to 1984 , the `` stander gang `` ( stander , alan heyl & # 38 ; patrick mccall ) rob as many as four banks a day .	0
1	after being rejected for the perfect job , the aspiring animator faces an impending interview for a receptionist position at the same firm .	0
2	a film within a film , this is a contemporary story of the making of a historical epic about the armenian holocaust between 1915 and 1918 .	0
3	jenny must fight to earn her scholarship and try to find a balance between the man of her faith and the man of her dreams .	0
4	a timeless , coming of age story set against the epic , sweeping landscape of north africa .	0
5	the problem is he 's trying to be everything he 's not .	0
6	mexican crimelord beno gildemontes has stolen classified intelligence data .	0
7	soon , the entire team is self-destructing , and bret could n't be happier .	0
8	frank ( played by sal mazzotta ) , family under-bossman vito lupo ( played by leo rossi ) , and consigliori danny defino ( played by johnny williams ) try to find out who is responsible for usurping the family 's power before they implode from their own internal strife .	0
9	matt lee has to stay a few steps ahead of his own police force and everyone he 's trusted in order to find out the truth .	0
10	bullock stars as lucy kelson , chief counsel for the wade corporation , one of new york city 's top commercial real estate developers .	0
11	as soon as they blow yakavetta away , it is revealed that the macmanus father and sons have been hiding out deep in the glens and valleys of ireland for three years .	0
12	a once-in-a-lifetime chance to experience the free-thinking lifestyle of the '70s .	0
13	the teamster 's union goes on strike against overnite transportation , a nationwide freight company that has resisted unionization .	0
14	still suffering from her hangover , julie does n't realize that ellen is missing when the school bus leaves the cemetery .	0
15	two brothers , leon and bobby are members of the street gang in brooklyn known as the deuces .	0
16	beary , a young bear raised by a human family in a world where humans and talking bears coexist , attempts to trace his roots .	0
17	but there is indie rock , a restless entrepreneurial spirit , and carly , morgan and chuck , three optimistic post college grads , ready to make their splash in the world .	0
18	the making of the dragon is a comedic satire ( not a spoof ) of the kung-fu film genre .	0
19	character development is conveyed primarily through the combatants actions and the choices they make as they progress across their combat route .	0
20	after five years of research and shooting , this unique film is now completed .	0
21	due to a botched robbery attempt , a ruthless romanian barbarian is somehow resurrected in modern day new york and begins wreaking havok on a small manhattan art-house .	0
22	seduction strikes steve and tracy , and steve and sean 's lives may never be the same again .	0
23	he enters an unknown world of rituals and cutural perceptions , and fixes everything in his own unique way .	0
24	so , shaun goes to great lengths with a little help from his girlfriend ashley and his drugged-out loser brother lance to get into stanford any way they see fit .	0
25	forging a connection with the creature is easier for mac than getting his father 's attention until both man and beast need all the help they can get .	0
26	only nurse bloom knows the spells to ensure that the child will see benevolent spirits , not evil ones , but she has n't bargained for lena 's mother , who scoffs at 'old time ideas ' and discreetly disposes of the special tea the nurse has brewed .	0
27	in the year 2009 , a new drug known as blood heat is developed .	0
28	but when their simple robbery explodes into a bloody ambush , the ruthless killers realize that one of them is a cop .	0
29	using previously unseen video footage , the film shows rocha all jerky and with florid rhetoric urging his cuban comrades to embrace the new political and cultural challenges of the age ; outlining his vision of a unified third world ; and expounding on the differences and peculiarities of latin americans and the means by which their revolutionary aims might be achieved .	0
30	whether noam chomsky , the mit linguist and political philosopher , is the most important intellectual alive , as the new york times once famously called him , is open for debate .	0
31	sid , a sloth who never stops talking is left behind sleeping while everyone else begins the journey to the south .	0
32	the longer version may be truer to tornatore 's tripartite vision -- and less simply cloying and calculated -- but ultimately it 's also less coherent and emotionally satisfying .	1
33	no way i can believe this load of junk .	1
34	we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .	1
35	a dopey movie clothed in excess layers of hipness .	1
36	with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity .	1
37	gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .	1
38	a beautiful meditation on the life force and redemptive power of literature -- for writers and readers alike -- and on what it means to be fully alive , navigating the rocky terrain between vision and execution .	1
39	windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .	1
40	sort of an existential version of a seinfeld episode .	1
41	cinephiles will appreciate the fine camerawork and overall mise-en-scene , but people just heading out for a popcorn pleaser will likely be disappointed .	1
42	how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .	1
43	lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel . leave these flowers unpicked -- they 're dead on the vine .	1
44	if you keep a list of films you want to see one way or another , you would be doing yourself a service by keeping this film high up on that list .	1
45	when the movie mixes the cornpone and the cosa nostra , it finds a nice rhythm .	1
46	while not quite `` shrek `` or monsters , inc . `` , it 's not too bad . it 's worth taking the kids to .	1
47	mr . jacobi 's recitation is illustrated with a rush of sensuous nature imagery , beautifully photographed by mr . cox and hans sonneveld and underscored with a lush soundtrack by paul grabowsky .	1
48	fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . but the problem with wendigo , for all its effective moments , is n't really one of resources .	1
49	the period -- swinging london in the time of the mods and the rockers -- gets the once-over once again in gangster no . 1 , but falls apart long before the end .	1
50	the you-are-there style ultimately enhances abc africa 's ability to get inside the soul of uganda , and of the viewer .	1
51	an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent .	1
52	you really have to salute writer-director haneke ( he adapted elfriede jelinek 's novel ) for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .	1
53	colorful , energetic and sweetly whimsical . . . the rare sequel that 's better than its predecessor .	1
54	watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms .	1
55	both the film and nachtwey 's photos hammer home the grim reality of the world 's gutters and battlefields , and will make you question what 'news ' really is .	1
56	a baffling misfire , and possibly the weakest movie [ woody allen ] has made in the last twenty years .	1
57	despite the film 's shortcomings , it 's still a solid effort and a thought-provoking look at idealism gone wrong .	1
58	because eight legged freaks is partly an homage to them , tarantula and other low- budget b-movie thrillers of the 1950s and '60s , the movie is a silly ( but not sophomoric ) romp through horror and hellish conditions .	1
59	offers big , fat , dumb laughs that may make you hate yourself for giving in . ah , what the hell .	1
60	good performances and a realistic , non-exploitive approach make paid in full worth seeing .	1
61	this movie is about the worst thing chan has done in the united states .	1
62	boy , has this franchise ever run out of gas .	1
63	the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate .	1
